#fail,-2.38
#music,1.8600000000000003
1960s,1.04
1970s,1.0599999999999996
1980's,1.0199999999999996
1980s,1.4000000000000004
1990's,1.0
1st,2.1399999999999997
3-bedroom,1.2000000000000002
4-bedroom,1.7199999999999998
80's,1.38
80s,1.1799999999999997
aaah,1.4400000000000004
aah,1.0999999999999996
abandoned,-2.46
ability,1.6799999999999997
able,1.5599999999999996
abnormal,-1.31
aboard,1.2400000000000002
abortion,-2.4
abroad,1.96
absence,-1.42
absent,-1.1
absolutely,1.2999999999999998
abundant,2.16
abuse,-3.12
abused,-3.17
academy,1.04
accept,1.42
acceptable,1.67
acceptance,1.8600000000000003
accepted,1.54
accident,-2.68
accidentally,-1.02
accompanied,1.2199999999999998
accompanying,1.04
accomplished,2.3200000000000003
accuracy,1.88
accurate,1.67
accurately,1.8399999999999999
accusations,-1.8399999999999999
accused,-2.08
ace,1.6799999999999997
ache,-2.32
achieve,2.42
achieved,2.5599999999999996
achievement,2.58
aching,-1.8199999999999998
acid,-1.4100000000000001
acknowledge,1.2400000000000002
acknowledged,1.0999999999999996
acoustic,1.4800000000000004
acquainted,1.08
acquire,1.3600000000000003
acquired,1.04
acres,1.0199999999999996
act,1.0
acting,1.04
active,1.8200000000000003
activities,1.46
activity,1.3200000000000003
actor,1.2000000000000002
actors,1.2400000000000002
actress,1.4000000000000004
adapted,1.0
addict,-2.16
addicted,-1.48
addiction,-2.28
admiration,2.0999999999999996
adopt,1.4000000000000004
adoption,1.54
adorable,2.3200000000000003
adore,1.96
adored,2.42
adoring,2.1399999999999997
adult,1.1399999999999997
adults,1.0599999999999996
advance,1.58
advanced,1.58
advances,1.2400000000000002
advantage,1.8399999999999999
advantages,1.5300000000000002
adventure,2.3
advice,1.2199999999999998
advocacy,1.0599999999999996
advocates,1.1799999999999997
aesthetic,1.21
affection,2.5300000000000002
afford,1.1600000000000001
afghanistan,-1.44
afraid,-2.34
against,-1.6
aggressive,-1.2000000000000002
aging,-1.94
agony,-2.84
agree,1.7000000000000002
agreed,1.9800000000000004
agreement,1.3200000000000003
agreements,1.2000000000000002
agricultural,1.38
agriculture,1.5
aha,1.1799999999999997
ahaha,1.5599999999999996
ahead,1.08
aid,1.2400000000000002
aims,1.2699999999999996
ain't,-1.0
air,1.7999999999999998
aircraft,1.0199999999999996
alarm,-1.1
album,1.5999999999999996
albums,1.92
alive,2.1799999999999997
all,1.2199999999999998
allegations,-1.1600000000000001
alleged,-1.0
alliance,1.0
allies,1.5
allow,1.0
allowing,1.1600000000000001
allows,1.2599999999999998
allright,1.7400000000000002
almighty,1.2400000000000002
alone,-1.6800000000000002
alright,1.08
altogether,1.4000000000000004
alumni,1.04
always,1.4800000000000004
amazed,2.2199999999999998
amazing,2.66
amazon,1.7999999999999998
ambitious,1.5199999999999996
ambulance,-1.9
amen,1.0199999999999996
america,1.7599999999999998
america's,1.04
american,1.7400000000000002
americans,1.5
americas,1.38
amigo,1.2800000000000002
amor,1.3200000000000003
amore,1.5099999999999998
amour,1.5999999999999996
amsterdam,1.1399999999999997
angel,2.6799999999999997
angels,2.66
anger,-2.7
angry,-2.68
animal,1.7999999999999998
animals,1.6799999999999997
anniversary,1.7000000000000002
annoy,-1.9
annoyed,-2.42
annoying,-2.18
answer,1.2400000000000002
answered,1.2199999999999998
answers,1.4800000000000004
anti,-1.35
antiques,1.7000000000000002
anxiety,-1.9700000000000002
anxious,-1.58
apart,-1.48
apple,2.4400000000000004
applicable,1.0
applying,1.1600000000000001
appreciate,2.2199999999999998
appreciated,2.12
appreciation,2.24
approaches,1.04
appropriate,1.2599999999999998
approval,1.9800000000000004
approve,1.6600000000000001
approved,2.2
april,1.3600000000000003
arafat,-1.0
architect,1.3600000000000003
architectural,1.2199999999999998
architecture,1.4000000000000004
archives,1.0
argh,-1.04
argue,-2.0
argued,-1.6400000000000001
argues,-2.0
arguing,-1.94
argument,-1.8599999999999999
arguments,-1.96
arise,1.2000000000000002
arises,1.1399999999999997
armed,-1.1600000000000001
arose,1.38
arrest,-2.58
arrested,-3.3600000000000003
arrests,-2.28
arrival,1.3200000000000003
arrive,1.3200000000000003
arrived,1.1399999999999997
art,1.5999999999999996
artificial,-1.1
artillery,-1.12
artist,1.7400000000000002
artistic,2.12
artists,1.8200000000000003
arts,1.58
ashamed,-2.41
asia,1.2199999999999998
asian,1.3200000000000003
asleep,1.1399999999999997
ass,-1.1400000000000001
assault,-2.44
assembled,1.3099999999999996
asset,1.54
assets,1.6600000000000001
asshole,-2.6
assist,1.42
associations,1.0599999999999996
assured,1.2000000000000002
ate,1.1799999999999997
athletes,1.2400000000000002
athletic,1.46
atlantic,1.1799999999999997
atmosphere,1.2999999999999998
attachment,1.0599999999999996
attack,-2.58
attacked,-2.48
attacks,-2.54
attained,1.62
attend,1.0
attending,1.0
attract,1.7199999999999998
attracted,2.16
attraction,2.8200000000000003
attractive,2.4800000000000004
audiences,1.08
aunt,1.6600000000000001
australia,1.4000000000000004
australian,1.2599999999999998
authors,1.2199999999999998
automatic,1.0
automatically,1.0
automobile,1.1600000000000001
autumn,1.9400000000000004
available,1.58
avatar,1.0
aviation,1.1399999999999997
avid,1.2199999999999998
avoid,-1.8599999999999999
avoided,-1.02
award,2.8600000000000003
awarded,2.38
awards,2.1799999999999997
awareness,1.1799999999999997
awesome,2.5999999999999996
awful,-2.08
awkward,-1.38
awsome,2.04
b-day,2.6799999999999997
babe,1.8200000000000003
babes,1.2800000000000002
babies,2.46
baby,2.2800000000000002
backyard,1.4699999999999998
